STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TENURE,Job tenure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2015,,8.168,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2023,,7.151,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2022,,7.495,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2021,,7.247,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2020,,7.343,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2019,,7.169,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_GE10,10 years or over,A,Annual,2022,,20.448,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_GE10,10 years or over,A,Annual,2021,,20.719,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_GE10,10 years or over,A,Annual,2020,,20.604,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_GE10,10 years or over,A,Annual,2019,,20.808,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_GE10,10 years or over,A,Annual,2018,,20.728,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_GE10,10 years or over,A,Annual,2017,,20.802,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_GE10,10 years or over,A,Annual,2016,,20.831,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_GE10,10 years or over,A,Annual,2015,,20.886,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2022,,1.716,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2021,,1.733,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2020,,1.711,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2019,,1.676,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2018,,1.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2017,,1.687,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2016,,1.673,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2016,,6.775,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2015,,6.76,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2022,,6.685,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2021,,6.705,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2020,,6.708,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2019,,6.761,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2018,,6.765,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_1T9,From 1 to 9 years,A,Annual,2022,,4.26233482360839,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2015,,3.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2023,,3.397,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2022,,3.403,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2021,,3.412,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2020,,3.408,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2019,,3.417,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2018,,3.425,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2017,,3.412,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2016,,6.688,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2015,,6.495,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2022,,6.636,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2021,,6.584,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2020,,6.511,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2019,,6.965,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2018,,7.044,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.705,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.752,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.701,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.708,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.703,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2019,,0.712,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2018,,0.709,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,0.707,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.745,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.704,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2019,,0.701,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2018,,0.698,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,DEU,Germany,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,0.701,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2017,,3.446,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2016,,3.428,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2015,,3.484,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2022,,3.433,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2021,,3.459,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2020,,3.384,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,MLT,Malta,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2019,,3.441,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2015,,9.49,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2023,,11.07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2022,,10.862,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2021,,10.525,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2020,,10.165,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2019,,9.838,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2018,,9.601,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2017,,9.318,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2017,,1.684,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2016,,1.69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2015,,1.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2022,,1.687,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2021,,1.698,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2020,,1.694,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2019,,1.677,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2015,,20.106,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2023,,19.88,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2022,,19.828,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2021,,20.024,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2020,,19.932,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2019,,20.067,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2018,,19.955,,A,Normal value,0,Units,1,One
